Fazenda;Numero_Matriz;Nome_Matriz;Tipo;Data_Reproducao;Reprodutor;Diagnostico;Data_Parto;Lancado_em;ID_Registro;Acao
FAZENDA CATAVENTO;NFCC 69;VINDA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388448;EXCLUIR
FAZENDA CATAVENTO;NFCC 69;VINDA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388491;EXCLUIR
FAZENDA CATAVENTO;NFCC 69;VINDA;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388524;EXCLUIR
FAZENDA CATAVENTO;NFCC 60;FIGURA;Inseminação;16/11/2025;REMP 1715;Vazio;;24/03/2026 22:26;2388350;MANTER
FAZENDA CATAVENTO;NFCC 60;FIGURA;Inseminação;16/11/2025;REMP 1715;Vazio;;24/03/2026 22:26;2388430;EXCLUIR
FAZENDA CATAVENTO;NFCC 60;FIGURA;Inseminação;16/11/2025;REMP 1715;Vazio;;24/03/2026 22:26;2388492;EXCLUIR
FAZENDA CATAVENTO;NFCC 60;FIGURA;Inseminação;16/11/2025;REMP 1715;Não diagnosticado;;24/03/2026 22:26;2388525;EXCLUIR
FAZENDA CATAVENTO;9629;NEPALEZA MACHADINHO;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388322;MANTER
FAZENDA CATAVENTO;9629;NEPALEZA MACHADINHO;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388436;EXCLUIR
FAZENDA CATAVENTO;9629;NEPALEZA MACHADINHO;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388466;EXCLUIR
FAZENDA CATAVENTO;NFC 288;OLIMPICA;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388342;MANTER
FAZENDA CATAVENTO;NFC 288;OLIMPICA;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388445;EXCLUIR
FAZENDA CATAVENTO;NFC 288;OLIMPICA;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388484;EXCLUIR
FAZENDA CATAVENTO;NFC 288;OLIMPICA;Inseminação;16/11/2025;LCCF 1153;Não diagnosticado;;24/03/2026 22:26;2388518;EXCLUIR
FAZENDA CATAVENTO;LBMN E2338;E2338 DA MN;Inseminação;13/01/2025;FANO 2978;Prenhez;;24/03/2026 22:26;2388092;MANTER
FAZENDA CATAVENTO;LBMN E2338;E2338 DA MN;Inseminação;13/01/2025;FANO 2978;Prenhez;;24/03/2026 22:26;2388104;EXCLUIR
FAZENDA CATAVENTO;LBLB 252;252 DA NOVA CARAIBAS;Inseminação;17/07/2025;LCCF 1153;Prenhez;;24/03/2026 22:26;2388220;MANTER
FAZENDA CATAVENTO;LBLB 252;252 DA NOVA CARAIBAS;Inseminação;17/07/2025;LCCF 1153;Não diagnosticado;;24/03/2026 22:26;2388144;EXCLUIR
FAZENDA CATAVENTO;4704;RUTY DA APA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388345;MANTER
FAZENDA CATAVENTO;4704;RUTY DA APA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388487;EXCLUIR
FAZENDA CATAVENTO;4704;RUTY DA APA;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388520;EXCLUIR
FAZENDA CATAVENTO;DCEV 161;161 DCEV;Inseminação;16/11/2025;RDM A7389;Prenhez;;24/03/2026 22:26;2388318;MANTER
FAZENDA CATAVENTO;DCEV 161;161 DCEV;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388462;EXCLUIR
FAZENDA CATAVENTO;NFC 304;PIONEIRA;Inseminação;16/11/2025;LCCF 1153;Prenhez;;24/03/2026 22:26;2388327;MANTER
FAZENDA CATAVENTO;NFC 304;PIONEIRA;Inseminação;16/11/2025;LCCF 1153;Prenhez;;24/03/2026 22:26;2388439;EXCLUIR
FAZENDA CATAVENTO;NFC 304;PIONEIRA;Inseminação;16/11/2025;LCCF 1153;Prenhez;;24/03/2026 22:26;2388471;EXCLUIR
FAZENDA CATAVENTO;NFC 304;PIONEIRA;Inseminação;16/11/2025;LCCF 1153;Não diagnosticado;;24/03/2026 22:26;2388537;EXCLUIR
FAZENDA CATAVENTO;LMGA 79;CEREJA;Inseminação;16/11/2025;REMP 1715;Vazio;;24/03/2026 22:26;2388333;MANTER
FAZENDA CATAVENTO;LMGA 79;CEREJA;Inseminação;16/11/2025;REMP 1715;Vazio;;24/03/2026 22:26;2388476;EXCLUIR
FAZENDA CATAVENTO;LMGA 79;CEREJA;Inseminação;16/11/2025;REMP 1715;Não diagnosticado;;24/03/2026 22:26;2388509;EXCLUIR
FAZENDA CATAVENTO;NFC 327;PELUCIA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388336;MANTER
FAZENDA CATAVENTO;NFC 327;PELUCIA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388443;EXCLUIR
FAZENDA CATAVENTO;NFC 327;PELUCIA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388479;EXCLUIR
FAZENDA CATAVENTO;NFC 327;PELUCIA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Não diagnosticado;;24/03/2026 22:26;2388512;EXCLUIR
FAZENDA CATAVENTO;NJMP 10862;10862 FIV JMP;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388325;MANTER
FAZENDA CATAVENTO;NJMP 10862;10862 FIV JMP;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388469;EXCLUIR
FAZENDA CATAVENTO;NJMP 9633;9633S FIV JMP;Inseminação;16/11/2025;LCCF 1153;Prenhez;;24/03/2026 22:26;2388331;MANTER
FAZENDA CATAVENTO;NJMP 9633;9633S FIV JMP;Inseminação;16/11/2025;LCCF 1153;Não diagnosticado;;24/03/2026 22:26;2388441;EXCLUIR
FAZENDA CATAVENTO;511;PELUCIA MACHADINHO;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388319;MANTER
FAZENDA CATAVENTO;511;PELUCIA MACHADINHO;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388463;EXCLUIR
FAZENDA CATAVENTO;7461;7461 RSAN;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388355;MANTER
FAZENDA CATAVENTO;7461;7461 RSAN;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388496;EXCLUIR
FAZENDA CATAVENTO;7461;7461 RSAN;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388529;EXCLUIR
FAZENDA CATAVENTO;GRAN 2293;2293 DA GRANN;Inseminação;16/11/2025;LCCF 1153;Prenhez;;24/03/2026 22:26;2388348;MANTER
FAZENDA CATAVENTO;GRAN 2293;2293 DA GRANN;Inseminação;16/11/2025;LCCF 1153;Prenhez;;24/03/2026 22:26;2388490;EXCLUIR
FAZENDA CATAVENTO;GRAN 2293;2293 DA GRANN;Inseminação;16/11/2025;LCCF 1153;Não diagnosticado;;24/03/2026 22:26;2388523;EXCLUIR
FAZENDA CATAVENTO;NFC 299;DIVINA;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388323;MANTER
FAZENDA CATAVENTO;NFC 299;DIVINA;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388437;EXCLUIR
FAZENDA CATAVENTO;NFC 299;DIVINA;Inseminação;16/11/2025;LCCF 1153;Não diagnosticado;;24/03/2026 22:26;2388467;EXCLUIR
FAZENDA CATAVENTO;A346;NANDUKALA FIV MACHADINHO;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388316;MANTER
FAZENDA CATAVENTO;A346;NANDUKALA FIV MACHADINHO;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388460;EXCLUIR
FAZENDA CATAVENTO;NFC 228;BAIANA;Inseminação;16/11/2025;REMP 1715;Vazio;;24/03/2026 22:26;2388328;MANTER
FAZENDA CATAVENTO;NFC 228;BAIANA;Inseminação;16/11/2025;REMP 1715;Vazio;;24/03/2026 22:26;2388425;EXCLUIR
FAZENDA CATAVENTO;NFC 228;BAIANA;Inseminação;16/11/2025;REMP 1715;Vazio;;24/03/2026 22:26;2388472;EXCLUIR
FAZENDA CATAVENTO;NFC 228;BAIANA;Inseminação;16/11/2025;REMP 1715;Não diagnosticado;;24/03/2026 22:26;2388505;EXCLUIR
FAZENDA CATAVENTO;NFC 264;SOBERANA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388434;MANTER
FAZENDA CATAVENTO;NFC 264;SOBERANA;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388358;EXCLUIR
FAZENDA CATAVENTO;NFC 233;ESPLENDIDA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388351;MANTER
FAZENDA CATAVENTO;NFC 233;ESPLENDIDA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388449;EXCLUIR
FAZENDA CATAVENTO;NFC 233;ESPLENDIDA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388493;EXCLUIR
FAZENDA CATAVENTO;NFC 233;ESPLENDIDA;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388526;EXCLUIR
FAZENDA CATAVENTO;NFC 276;HAMINA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388354;MANTER
FAZENDA CATAVENTO;NFC 276;HAMINA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388432;EXCLUIR
FAZENDA CATAVENTO;NFC 276;HAMINA;Inseminação;16/11/2025;RDM A7389;Vazio;;24/03/2026 22:26;2388495;EXCLUIR
FAZENDA CATAVENTO;NFC 276;HAMINA;Inseminação;16/11/2025;RDM A7389;Não diagnosticado;;24/03/2026 22:26;2388528;EXCLUIR
FAZENDA CATAVENTO;40;FC 40;Inseminação;16/09/2022;9828;Prenhez;;24/03/2026 22:26;2387772;MANTER
FAZENDA CATAVENTO;40;FC 40;Inseminação;16/09/2022;9828;Prenhez;;24/03/2026 22:26;2387775;EXCLUIR
FAZENDA CATAVENTO;NFC 324;FORMOSA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388428;MANTER
FAZENDA CATAVENTO;NFC 324;FORMOSA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388483;EXCLUIR
FAZENDA CATAVENTO;NFC 324;FORMOSA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Não diagnosticado;;24/03/2026 22:26;2388517;EXCLUIR
FAZENDA CATAVENTO;NFC 322;FABULOSA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388343;MANTER
FAZENDA CATAVENTO;NFC 322;FABULOSA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388446;EXCLUIR
FAZENDA CATAVENTO;NFC 322;FABULOSA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Vazio;;24/03/2026 22:26;2388485;EXCLUIR
FAZENDA CATAVENTO;NFC 322;FABULOSA CATAVENTO;Inseminação;16/11/2025;LCCF 1153;Não diagnosticado;;24/03/2026 22:26;2388519;EXCLUIR
Fazenda Cordilheira;C10307;;Inseminação;22/01/2026;1007;Prenhez;;16/02/2026 21:19;2303543;MANTER
Fazenda Cordilheira;C10307;;Inseminação;22/01/2026;1007;Prenhez;;16/02/2026 21:19;2303563;EXCLUIR
Fazenda Cordilheira;C7967;;Inseminação;16/01/2026;1008;Prenhez;;16/02/2026 21:19;2303397;MANTER
Fazenda Cordilheira;C7967;;Inseminação;16/01/2026;1008;Prenhez;;16/02/2026 21:19;2303435;EXCLUIR
Fazenda Cordilheira;C7461;;Inseminação;19/12/2025;1004;Vazio;;16/02/2026 21:19;2303270;MANTER
Fazenda Cordilheira;C7461;;Inseminação;19/12/2025;1004;Prenhez;;16/02/2026 21:19;2303288;EXCLUIR
Fazenda Cordilheira;0362;;Inseminação;15/09/2025;1007;Prenhez;;16/02/2026 21:19;2300681;MANTER
Fazenda Cordilheira;0362;;Inseminação;15/09/2025;1007;Prenhez;;16/02/2026 21:19;2300747;EXCLUIR
Fazenda Cordilheira;C9812;;Inseminação;27/11/2025;1008;Prenhez;11/09/2026;16/02/2026 21:19;2302752;MANTER
Fazenda Cordilheira;C9812;;Inseminação;27/11/2025;1008;Prenhez;;16/02/2026 21:19;2302755;EXCLUIR
fazenda cristiana;004;;Inseminação;30/01/2026;;Prenhez;;26/02/2026 12:49;2357029;MANTER
fazenda cristiana;004;;Inseminação;30/01/2026;;;;24/02/2026 23:47;2356979;EXCLUIR
Fazenda CRVLAGOA  LP;258;;Inseminação;05/12/2025;LOGAN;Prenhez;;24/02/2026 15:35;2353704;MANTER
Fazenda CRVLAGOA  LP;258;;Inseminação;05/12/2025;PANTANAL;Prenhez;;24/02/2026 15:35;2353800;EXCLUIR
Fazenda CRVLAGOA  LP;314;;Inseminação;05/12/2025;LOGAN;Vazio;;24/02/2026 15:35;2353779;MANTER
Fazenda CRVLAGOA  LP;314;;Inseminação;05/12/2025;PANTANAL;Prenhez;;24/02/2026 15:35;2353801;EXCLUIR
Fazenda CRVLAGOA  LP;54;;Inseminação;07/03/2025;RENEGADO;Vazio;;24/02/2026 15:35;2353220;MANTER
Fazenda CRVLAGOA  LP;54;;Inseminação;07/03/2025;RENEGADO;Prenhez;;24/02/2026 15:35;2353375;EXCLUIR
FAZENDA MIMOSO;2349;2349;Inseminação;11/03/2025;REM HAVARD;Não Diagnosticado;;03/03/2026 14:45;2381502;MANTER
FAZENDA MIMOSO;2349;2349;Inseminação;11/03/2025;REM HAVARD;Não Diagnosticado;;03/03/2026 14:45;2381505;EXCLUIR
FAZENDA MIMOSO;2341;2341;Inseminação;18/12/2025;QUICKMAN COL;Não Diagnosticado;;03/03/2026 14:45;2382242;MANTER
FAZENDA MIMOSO;2341;2341;Inseminação;18/12/2025;QUICKMAN COL;Não Diagnosticado;;03/03/2026 14:45;2382258;EXCLUIR
FAZENDA MIMOSO;2344;2344;Inseminação;18/12/2025;QUICKMAN COL;Não Diagnosticado;;03/03/2026 14:45;2382141;MANTER
FAZENDA MIMOSO;2344;2344;Inseminação;18/12/2025;QUICKMAN COL;Não Diagnosticado;;03/03/2026 14:45;2382224;EXCLUIR
FAZENDA MIMOSO;2301;2301;Inseminação;10/02/2025;TARUMÃ TUL;Não Diagnosticado;;03/03/2026 14:45;2381268;MANTER
FAZENDA MIMOSO;2301;2301;Inseminação;10/02/2025;TARUMÃ TUL;Não Diagnosticado;;03/03/2026 14:45;2381284;EXCLUIR
FAZENDA MIMOSO;2150;2150;Inseminação;10/02/2025;REM GERENTE;Vazio;;03/03/2026 14:45;2381157;MANTER
FAZENDA MIMOSO;2150;2150;Inseminação;10/02/2025;REM GERENTE;Prenhez;;03/03/2026 14:45;2381209;EXCLUIR
FAZENDA MIMOSO;1839;1839;Inseminação;11/03/2025;REM HAVARD;Não Diagnosticado;;03/03/2026 14:45;2381501;MANTER
FAZENDA MIMOSO;1839;1839;Inseminação;11/03/2025;REM HAVARD;Não Diagnosticado;;03/03/2026 14:45;2381507;EXCLUIR
FAZENDA MIMOSO;518;518;Inseminação;11/03/2025;REM HAVARD;Não Diagnosticado;;03/03/2026 14:45;2381487;MANTER
FAZENDA MIMOSO;518;518;Inseminação;11/03/2025;REM HAVARD;Não Diagnosticado;;03/03/2026 14:45;2381514;EXCLUIR
FAZENDA NOSSA SENHORA DA CONCEIÇÃO;4FA;;Inseminação;30/11/2023;COLONIAO AJ;Prenhez;;03/08/2026 16:12;2412267;MANTER
FAZENDA NOSSA SENHORA DA CONCEIÇÃO;4FA;;Inseminação;30/11/2023;COLONIAO AJ;Prenhez;;03/08/2026 16:12;2412353;EXCLUIR
FAZENDA NOSSA SENHORA DA CONCEIÇÃO;54FA;;Monta Natural;01/03/2024;REPRODUTOR MULTIPLO;Vazio;;03/08/2026 16:12;2412266;MANTER
FAZENDA NOSSA SENHORA DA CONCEIÇÃO;54FA;;Monta Natural;01/03/2024;REPRODUTOR MULTIPLO;Não diagnosticado;;03/08/2026 16:12;2412265;EXCLUIR
FAZENDA NOVILHA;EN6243;EN6243;Inseminação;02/04/2025;QATAR DA DI GÊNIO;Não Diagnosticado;;03/03/2026 14:20;2380036;MANTER
FAZENDA NOVILHA;EN6243;EN6243;Inseminação;02/04/2025;QATAR DA DI GÊNIO;Não Diagnosticado;;03/03/2026 14:20;2380041;EXCLUIR
FAZENDA NOVILHA;NAL8542;NAL8542;Inseminação;28/12/2024;QATAR DA DI GÊNIO;Vazio;;03/03/2026 14:20;2379778;MANTER
FAZENDA NOVILHA;NAL8542;NAL8542;Inseminação;28/12/2024;QATAR DA DI GÊNIO;Prenhez;;03/03/2026 14:20;2379785;EXCLUIR
FAZENDA SÃO TOMAZ - CHÁCARA;Nov Vermelha;Nov Vermelha;Inseminação;11/09/2024;A NATA FIV DAY;Prenhez;;03/03/2026 15:08;2382377;MANTER
FAZENDA SÃO TOMAZ - CHÁCARA;Nov Vermelha;Nov Vermelha;Inseminação;11/09/2024;A NATA FIV DAY;Vazio;;03/03/2026 15:08;2382384;EXCLUIR
FAZENDA SÃO TOMAZ - CHÁCARA;Novilha;Novilha;Inseminação;11/09/2024;A NATA FIV DAY;Vazio;;03/03/2026 15:08;2382382;MANTER
FAZENDA SÃO TOMAZ - CHÁCARA;Novilha;Novilha;Inseminação;11/09/2024;A NATA FIV DAY;Prenhez;;03/03/2026 15:08;2382386;EXCLUIR
FAZENDA SÃO TOMAZ - CHÁCARA;Novilha;Novilha;Inseminação;11/09/2024;A NATA FIV DAY;Prenhez;;03/03/2026 15:08;2382387;EXCLUIR
FAZENDA SÃO TOMAZ - CHÁCARA;21;21;Inseminação;13/06/2025;ARM JORBEN 1150;Prenhez;;03/03/2026 15:08;2382444;MANTER
FAZENDA SÃO TOMAZ - CHÁCARA;21;21;Inseminação;13/06/2025;ARM JORBEN 1150;Prenhez;;03/03/2026 15:08;2382447;EXCLUIR
FAZENDA SÃO TOMAZ - CHÁCARA;27;27;Inseminação;13/06/2025;ARM JORBEN 1150;Prenhez;;03/03/2026 15:08;2382445;MANTER
FAZENDA SÃO TOMAZ - CHÁCARA;27;27;Inseminação;13/06/2025;ARM JORBEN 1150;Prenhez;;03/03/2026 15:08;2382446;EXCLUIR
fazenda teste importação;0016;;Inseminação;12/12/2020;;;;13/08/2026 17:20;2412814;MANTER
fazenda teste importação;0016;;Inseminação;12/12/2020;;;;31/03/2026 19:44;2391329;EXCLUIR
fazenda teste importação;0014;;Inseminação;05/05/2025;;Vazio;;13/08/2026 17:20;2412812;MANTER
fazenda teste importação;0014;;Inseminação;05/05/2025;;;;31/03/2026 19:44;2391327;EXCLUIR
fazenda teste importação;0017;;Inseminação;13/12/2020;;;;13/08/2026 17:20;2412815;MANTER
fazenda teste importação;0017;;Inseminação;13/12/2020;;;;31/03/2026 19:44;2391330;EXCLUIR
fazenda teste importação;0015;;Inseminação;20/12/2025;;Vazio;;13/08/2026 17:20;2412813;MANTER
fazenda teste importação;0015;;Inseminação;20/12/2025;;;;31/03/2026 19:44;2391328;EXCLUIR
fazenda teste importação;0011;;Monta Natural;01/02/2025;;Vazio;22/11/2025;13/08/2026 17:20;2412809;MANTER
fazenda teste importação;0011;;Monta Natural;01/02/2025;;;22/11/2025;31/03/2026 19:44;2391324;EXCLUIR
fazenda teste importação;0013;;Inseminação;02/03/2026;;Vazio;;13/08/2026 17:20;2412811;MANTER
fazenda teste importação;0013;;Inseminação;02/03/2026;;;;31/03/2026 19:44;2391326;EXCLUIR
fazenda teste importação;0012;;Inseminação;02/03/2026;;Vazio;;13/08/2026 17:20;2412810;MANTER
fazenda teste importação;0012;;Inseminação;02/03/2026;;;;31/03/2026 19:44;2391325;EXCLUIR
Fazenda Vera Cruz 2;B053;VC B053;Inseminação;01/11/2024;RM38;Prenhez;;07/01/2026 18:58;137407;MANTER
Fazenda Vera Cruz 2;B053;VC B053;Inseminação;01/11/2024;RM38;Prenhez;;07/01/2026 18:58;137409;EXCLUIR
Fazenda Vera Cruz 2;B265;VC B265;Inseminação;19/01/2025;GAP131;Não diagnosticado;;04/02/2026 20:45;2267412;MANTER
Fazenda Vera Cruz 2;B265;VC B265;Inseminação;19/01/2025;GAP131;Não diagnosticado;;04/02/2026 20:45;2267413;EXCLUIR
Fazenda Vera Cruz 2;R017;VC R017;Inseminação;19/01/2025;GAP131;Não diagnosticado;;04/02/2026 20:45;2267475;MANTER
Fazenda Vera Cruz 2;R017;VC R017;Inseminação;19/01/2025;GAP131;Não diagnosticado;;04/02/2026 20:45;2267476;EXCLUIR
Fazenda Vera Cruz 2;U160;VC U160;Inseminação;19/01/2025;GAP131;Não diagnosticado;;04/02/2026 20:45;2267517;MANTER
Fazenda Vera Cruz 2;U160;VC U160;Inseminação;19/01/2025;GAP131;Não diagnosticado;;04/02/2026 20:45;2267518;EXCLUIR
Fazenda Vera Cruz 2;C103;VC C103;Inseminação;01/11/2024;RM38;Prenhez;;07/01/2026 18:58;137373;MANTER
Fazenda Vera Cruz 2;C103;VC C103;Inseminação;01/11/2024;RM38;Prenhez;;07/01/2026 18:58;137408;EXCLUIR
SÃO JOSÉ;003;ALUDE;Inseminação;24/10/2024;S001;Não diagnosticado;;11/08/2026 13:53;2412747;MANTER
SÃO JOSÉ;003;ALUDE;Inseminação;24/10/2024;S001;Não diagnosticado;;11/08/2026 13:53;2412748;EXCLUIR
SITIO JA;33 - VENDIDA;FUMAÇA;Inseminação;15/04/2023;S01;Vazio;;04/08/2026 17:16;2412517;MANTER
SITIO JA;33 - VENDIDA;FUMAÇA;Inseminação;15/04/2023;S01;Não diagnosticado;;04/08/2026 17:16;2412532;EXCLUIR
SITIO JA;S03;FELICIO;Inseminação;15/04/2023;S03;Prenhez;;04/08/2026 17:16;2412509;MANTER
SITIO JA;S03;FELICIO;Inseminação;15/04/2023;S03;Vazio;;04/08/2026 17:16;2412512;EXCLUIR
SITIO JA;S03;FELICIO;Inseminação;15/04/2023;S03;Não diagnosticado;;04/08/2026 17:16;2412527;EXCLUIR
SITIO JA;43;VERMELHA E BRANCA;Inseminação;15/04/2023;S01;Vazio;;04/08/2026 17:16;2412506;MANTER
SITIO JA;43;VERMELHA E BRANCA;Inseminação;15/04/2023;S01;Não diagnosticado;;04/08/2026 17:16;2412522;EXCLUIR
SITIO JA;01;SENEPOL F1;Inseminação;15/04/2023;S03;Vazio;;04/08/2026 17:16;2412511;MANTER
SITIO JA;01;SENEPOL F1;Inseminação;15/04/2023;S03;Não diagnosticado;;04/08/2026 17:16;2412526;EXCLUIR
SITIO JA;13;SENEPOL F1;Inseminação;15/04/2023;S03;Vazio;;04/08/2026 17:16;2412508;MANTER
SITIO JA;13;SENEPOL F1;Inseminação;15/04/2023;S03;Não diagnosticado;;04/08/2026 17:16;2412524;EXCLUIR
SITIO JA;86;SENEPOL F1;Inseminação;15/04/2023;S03;Prenhez;;04/08/2026 17:16;2412516;MANTER
SITIO JA;86;SENEPOL F1;Inseminação;15/04/2023;S03;Vazio;;04/08/2026 17:16;2412520;EXCLUIR
SITIO JA;86;SENEPOL F1;Inseminação;15/04/2023;S03;Não diagnosticado;;04/08/2026 17:16;2412531;EXCLUIR
SITIO JA;30;NELORE;Inseminação;15/04/2023;S01;Prenhez;;04/08/2026 17:16;2412507;MANTER
SITIO JA;30;NELORE;Inseminação;15/04/2023;S01;Não diagnosticado;;04/08/2026 17:16;2412523;EXCLUIR
SITIO JA;50P - VENDIDA;PINTADA;Inseminação;15/04/2023;S01;Vazio;;04/08/2026 17:16;2412515;MANTER
SITIO JA;50P - VENDIDA;PINTADA;Inseminação;15/04/2023;S01;Não diagnosticado;;04/08/2026 17:16;2412530;EXCLUIR
SITIO JA;49;NELORE;Inseminação;15/04/2023;S01;Vazio;;04/08/2026 17:16;2412510;MANTER
SITIO JA;49;NELORE;Inseminação;15/04/2023;S01;Não diagnosticado;;04/08/2026 17:16;2412525;EXCLUIR
SITIO JA;48 - VENDIDA;ORELHUDA;Inseminação;15/04/2023;S01;Prenhez;;04/08/2026 17:16;2412513;MANTER
SITIO JA;48 - VENDIDA;ORELHUDA;Inseminação;15/04/2023;S01;Não diagnosticado;;04/08/2026 17:16;2412528;EXCLUIR
SITIO JA;71;PRETA;Inseminação;15/04/2023;S03;Vazio;;04/08/2026 17:16;2412518;MANTER
SITIO JA;71;PRETA;Inseminação;15/04/2023;S03;Não diagnosticado;;04/08/2026 17:16;2412533;EXCLUIR
SITIO JA;73 - VENDIDA;MANCHADA AMARELA;Inseminação;15/04/2023;S01;Vazio;;04/08/2026 17:16;2412514;MANTER
SITIO JA;73 - VENDIDA;MANCHADA AMARELA;Inseminação;15/04/2023;S01;Não diagnosticado;;04/08/2026 17:16;2412529;EXCLUIR
Sítio Santana- Cesar;2045;;Inseminação;11/10/2024;FTPO9910;Prenhez;02/08/2025;14/04/2026 13:08;2395998;MANTER
Sítio Santana- Cesar;2045;;Inseminação;11/10/2024;FTPO9910;Prenhez;02/08/2025;14/04/2026 13:08;2395999;EXCLUIR
Sítio São João;102;;Inseminação;07/01/2023;0078;Prenhez;;07/02/2026 22:52;2267628;MANTER
Sítio São João;102;;Inseminação;07/01/2023;0078;Prenhez;;07/02/2026 22:53;2267629;EXCLUIR
Sítio São João;104;;Inseminação;07/02/2023;2990;Não diagnosticado;;07/02/2026 22:20;2267616;MANTER
Sítio São João;104;;Inseminação;07/02/2023;2990;Não diagnosticado;;07/02/2026 22:22;2267618;EXCLUIR
Sítio São João;104;;Inseminação;07/02/2023;2990;Não diagnosticado;;07/02/2026 22:23;2267620;EXCLUIR
Sítio São João;104;;Monta Natural;10/01/2024;2990;Não diagnosticado;;07/02/2026 22:26;2267622;MANTER
Sítio São João;104;;Monta Natural;10/01/2024;2990;Não diagnosticado;;07/02/2026 22:27;2267623;EXCLUIR
